respondent_id,wave,segment,brand,metric,metric_kind,family,value,weight,practical_threshold,measurement_source
W1-0121,2025 Q3,Core category buyers,Harbor,Attachment construct,construct,Relationship,4.7401,1.14928,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0121,2025 Q3,Core category buyers,Harbor,Reputation,rating,Relationship,4.8442,1.14928,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0121,2025 Q3,Core category buyers,Lumen,Awareness,binary,Funnel,0.0,1.14928,0.03,Single tracker item; fictional wording owned by the example author
W1-0121,2025 Q3,Core category buyers,Lumen,Familiarity,rating,Funnel,4.8057,1.14928,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0121,2025 Q3,Core category buyers,Lumen,Consideration,binary,Funnel,0.0,1.14928,0.03,Single tracker item; fictional wording owned by the example author
W1-0121,2025 Q3,Core category buyers,Lumen,Recent usage,binary,Funnel,1.0,1.14928,0.03,Single tracker item; fictional wording owned by the example author
W1-0121,2025 Q3,Core category buyers,Lumen,First-choice loyalty,binary,Funnel,1.0,1.14928,0.03,Single tracker item; fictional wording owned by the example author
W1-0121,2025 Q3,Core category buyers,Lumen,Innovative attribute ownership,binary,Associations,0.0,1.14928,0.03,Single tracker item; fictional wording owned by the example author
W1-0121,2025 Q3,Core category buyers,Lumen,Association favourability,rating,Associations,2.8971,1.14928,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0121,2025 Q3,Core category buyers,Lumen,Perceived uniqueness,rating,Associations,6.0444,1.14928,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0121,2025 Q3,Core category buyers,Lumen,Trust,rating,Relationship,4.2817,1.14928,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0121,2025 Q3,Core category buyers,Lumen,Perceived quality,rating,Relationship,3.2916,1.14928,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0121,2025 Q3,Core category buyers,Lumen,Attachment construct,construct,Relationship,4.1525,1.14928,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0121,2025 Q3,Core category buyers,Lumen,Reputation,rating,Relationship,2.3223,1.14928,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Northstar,Awareness,binary,Funnel,1.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Northstar,Familiarity,rating,Funnel,4.4927,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Northstar,Consideration,binary,Funnel,1.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Northstar,Recent usage,binary,Funnel,0.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Northstar,First-choice loyalty,binary,Funnel,1.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Northstar,Innovative attribute ownership,binary,Associations,0.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Northstar,Association favourability,rating,Associations,5.6779,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Northstar,Perceived uniqueness,rating,Associations,3.5083,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Northstar,Trust,rating,Relationship,2.626,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Northstar,Perceived quality,rating,Relationship,3.7092,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Northstar,Attachment construct,construct,Relationship,4.5218,1.24258,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0122,2025 Q3,Core category buyers,Northstar,Reputation,rating,Relationship,3.0537,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Harbor,Awareness,binary,Funnel,0.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Harbor,Familiarity,rating,Funnel,2.2975,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Harbor,Consideration,binary,Funnel,0.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Harbor,Recent usage,binary,Funnel,1.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Harbor,First-choice loyalty,binary,Funnel,0.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Harbor,Innovative attribute ownership,binary,Associations,0.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Harbor,Association favourability,rating,Associations,5.4923,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Harbor,Perceived uniqueness,rating,Associations,5.7587,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Harbor,Trust,rating,Relationship,5.5598,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Harbor,Perceived quality,rating,Relationship,2.1435,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Harbor,Attachment construct,construct,Relationship,5.1244,1.24258,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0122,2025 Q3,Core category buyers,Harbor,Reputation,rating,Relationship,3.8611,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Lumen,Awareness,binary,Funnel,0.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Lumen,Familiarity,rating,Funnel,4.2509,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Lumen,Consideration,binary,Funnel,1.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Lumen,Recent usage,binary,Funnel,0.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Lumen,First-choice loyalty,binary,Funnel,1.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Lumen,Innovative attribute ownership,binary,Associations,1.0,1.24258,0.03,Single tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Lumen,Association favourability,rating,Associations,5.1566,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Lumen,Perceived uniqueness,rating,Associations,3.2448,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Lumen,Trust,rating,Relationship,3.273,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Lumen,Perceived quality,rating,Relationship,3.4145,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0122,2025 Q3,Core category buyers,Lumen,Attachment construct,construct,Relationship,6.022,1.24258,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0122,2025 Q3,Core category buyers,Lumen,Reputation,rating,Relationship,3.2711,1.24258,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Northstar,Awareness,binary,Funnel,0.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Northstar,Familiarity,rating,Funnel,3.6801,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Northstar,Consideration,binary,Funnel,1.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Northstar,Recent usage,binary,Funnel,0.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Northstar,First-choice loyalty,binary,Funnel,0.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Northstar,Innovative attribute ownership,binary,Associations,0.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Northstar,Association favourability,rating,Associations,6.1458,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Northstar,Perceived uniqueness,rating,Associations,3.9209,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Northstar,Trust,rating,Relationship,5.9521,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Northstar,Perceived quality,rating,Relationship,6.6875,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Northstar,Attachment construct,construct,Relationship,4.1965,0.75958,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0123,2025 Q3,Core category buyers,Northstar,Reputation,rating,Relationship,3.445,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Harbor,Awareness,binary,Funnel,1.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Harbor,Familiarity,rating,Funnel,4.1866,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Harbor,Consideration,binary,Funnel,1.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Harbor,Recent usage,binary,Funnel,0.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Harbor,First-choice loyalty,binary,Funnel,0.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Harbor,Innovative attribute ownership,binary,Associations,0.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Harbor,Association favourability,rating,Associations,4.6769,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Harbor,Perceived uniqueness,rating,Associations,3.8123,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Harbor,Trust,rating,Relationship,5.3128,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Harbor,Perceived quality,rating,Relationship,5.4359,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Harbor,Attachment construct,construct,Relationship,5.142,0.75958,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0123,2025 Q3,Core category buyers,Harbor,Reputation,rating,Relationship,4.2526,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Lumen,Awareness,binary,Funnel,1.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Lumen,Familiarity,rating,Funnel,2.7593,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Lumen,Consideration,binary,Funnel,1.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Lumen,Recent usage,binary,Funnel,0.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Lumen,First-choice loyalty,binary,Funnel,0.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Lumen,Innovative attribute ownership,binary,Associations,0.0,0.75958,0.03,Single tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Lumen,Association favourability,rating,Associations,1.9583,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Lumen,Perceived uniqueness,rating,Associations,4.2026,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Lumen,Trust,rating,Relationship,2.2393,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Lumen,Perceived quality,rating,Relationship,4.5363,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0123,2025 Q3,Core category buyers,Lumen,Attachment construct,construct,Relationship,4.4579,0.75958,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0123,2025 Q3,Core category buyers,Lumen,Reputation,rating,Relationship,4.1131,0.75958,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Northstar,Awareness,binary,Funnel,1.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Northstar,Familiarity,rating,Funnel,5.1132,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Northstar,Consideration,binary,Funnel,1.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Northstar,Recent usage,binary,Funnel,1.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Northstar,First-choice loyalty,binary,Funnel,1.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Northstar,Innovative attribute ownership,binary,Associations,0.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Northstar,Association favourability,rating,Associations,3.2009,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Northstar,Perceived uniqueness,rating,Associations,4.4453,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Northstar,Trust,rating,Relationship,5.0904,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Northstar,Perceived quality,rating,Relationship,5.1824,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Northstar,Attachment construct,construct,Relationship,5.0166,1.03803,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0124,2025 Q3,Core category buyers,Northstar,Reputation,rating,Relationship,3.2105,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Harbor,Awareness,binary,Funnel,1.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Harbor,Familiarity,rating,Funnel,4.7015,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Harbor,Consideration,binary,Funnel,0.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Harbor,Recent usage,binary,Funnel,0.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Harbor,First-choice loyalty,binary,Funnel,0.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Harbor,Innovative attribute ownership,binary,Associations,0.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Harbor,Association favourability,rating,Associations,5.3427,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Harbor,Perceived uniqueness,rating,Associations,3.8488,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Harbor,Trust,rating,Relationship,3.1866,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Harbor,Perceived quality,rating,Relationship,3.9617,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Harbor,Attachment construct,construct,Relationship,5.5665,1.03803,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0124,2025 Q3,Core category buyers,Harbor,Reputation,rating,Relationship,3.3974,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Lumen,Awareness,binary,Funnel,0.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Lumen,Familiarity,rating,Funnel,2.5536,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Lumen,Consideration,binary,Funnel,1.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Lumen,Recent usage,binary,Funnel,0.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Lumen,First-choice loyalty,binary,Funnel,0.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Lumen,Innovative attribute ownership,binary,Associations,0.0,1.03803,0.03,Single tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Lumen,Association favourability,rating,Associations,5.0249,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Lumen,Perceived uniqueness,rating,Associations,3.5027,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Lumen,Trust,rating,Relationship,3.5332,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Lumen,Perceived quality,rating,Relationship,3.216,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0124,2025 Q3,Core category buyers,Lumen,Attachment construct,construct,Relationship,2.7739,1.03803,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0124,2025 Q3,Core category buyers,Lumen,Reputation,rating,Relationship,4.1059,1.03803,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Northstar,Awareness,binary,Funnel,0.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Northstar,Familiarity,rating,Funnel,4.22,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Northstar,Consideration,binary,Funnel,0.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Northstar,Recent usage,binary,Funnel,0.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Northstar,First-choice loyalty,binary,Funnel,1.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Northstar,Innovative attribute ownership,binary,Associations,0.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Northstar,Association favourability,rating,Associations,5.0088,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Northstar,Perceived uniqueness,rating,Associations,4.2042,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Northstar,Trust,rating,Relationship,4.4235,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Northstar,Perceived quality,rating,Relationship,3.3694,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Northstar,Attachment construct,construct,Relationship,5.6195,1.42623,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0125,2025 Q3,Light category buyers,Northstar,Reputation,rating,Relationship,6.2531,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Harbor,Awareness,binary,Funnel,0.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Harbor,Familiarity,rating,Funnel,3.0851,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Harbor,Consideration,binary,Funnel,0.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Harbor,Recent usage,binary,Funnel,0.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Harbor,First-choice loyalty,binary,Funnel,0.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Harbor,Innovative attribute ownership,binary,Associations,1.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Harbor,Association favourability,rating,Associations,4.957,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Harbor,Perceived uniqueness,rating,Associations,3.7664,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Harbor,Trust,rating,Relationship,3.6441,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Harbor,Perceived quality,rating,Relationship,3.9148,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Harbor,Attachment construct,construct,Relationship,4.7744,1.42623,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0125,2025 Q3,Light category buyers,Harbor,Reputation,rating,Relationship,4.5405,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Lumen,Awareness,binary,Funnel,1.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Lumen,Familiarity,rating,Funnel,1.8821,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Lumen,Consideration,binary,Funnel,0.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Lumen,Recent usage,binary,Funnel,0.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Lumen,First-choice loyalty,binary,Funnel,0.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Lumen,Innovative attribute ownership,binary,Associations,0.0,1.42623,0.03,Single tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Lumen,Association favourability,rating,Associations,3.3592,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Lumen,Perceived uniqueness,rating,Associations,2.8627,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Lumen,Trust,rating,Relationship,4.2753,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Lumen,Perceived quality,rating,Relationship,4.1775,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0125,2025 Q3,Light category buyers,Lumen,Attachment construct,construct,Relationship,3.5805,1.42623,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0125,2025 Q3,Light category buyers,Lumen,Reputation,rating,Relationship,4.2248,1.42623,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Northstar,Awareness,binary,Funnel,0.0,0.95519,0.03,Single tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Northstar,Familiarity,rating,Funnel,3.163,0.95519,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Northstar,Consideration,binary,Funnel,0.0,0.95519,0.03,Single tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Northstar,Recent usage,binary,Funnel,0.0,0.95519,0.03,Single tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Northstar,First-choice loyalty,binary,Funnel,0.0,0.95519,0.03,Single tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Northstar,Innovative attribute ownership,binary,Associations,0.0,0.95519,0.03,Single tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Northstar,Association favourability,rating,Associations,4.801,0.95519,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Northstar,Perceived uniqueness,rating,Associations,3.1904,0.95519,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Northstar,Trust,rating,Relationship,3.4777,0.95519,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Northstar,Perceived quality,rating,Relationship,4.4105,0.95519,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Northstar,Attachment construct,construct,Relationship,4.7969,0.95519,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0126,2025 Q3,Light category buyers,Northstar,Reputation,rating,Relationship,5.9188,0.95519,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Harbor,Awareness,binary,Funnel,0.0,0.95519,0.03,Single tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Harbor,Familiarity,rating,Funnel,3.9223,0.95519,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Harbor,Consideration,binary,Funnel,0.0,0.95519,0.03,Single tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Harbor,Recent usage,binary,Funnel,1.0,0.95519,0.03,Single tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Harbor,First-choice loyalty,binary,Funnel,1.0,0.95519,0.03,Single tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Harbor,Innovative attribute ownership,binary,Associations,1.0,0.95519,0.03,Single tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Harbor,Association favourability,rating,Associations,3.8264,0.95519,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Harbor,Perceived uniqueness,rating,Associations,4.0431,0.95519,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Harbor,Trust,rating,Relationship,4.1259,0.95519,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Harbor,Perceived quality,rating,Relationship,4.835,0.95519,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Harbor,Attachment construct,construct,Relationship,4.5023,0.95519,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0126,2025 Q3,Light category buyers,Harbor,Reputation,rating,Relationship,3.3696,0.95519,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Lumen,Awareness,binary,Funnel,1.0,0.95519,0.03,Single tracker item; fictional wording owned by the example author
W1-0126,2025 Q3,Light category buyers,Lumen,Familiarity,rating,Funnel,4.3995,0.95519,0.2,Single 1–7 tracker item; fictional wording owned by the example author
